name,description,gx_media_links,WKT,longitude,latitude
"Krankenhaus","https://www.facebook.com/groups/630193237595288/permalink/755783258369618/",,"POINT Z (7.94137819834906 47.5597967192192 0)",7.94137819834906,47.5597967192192
"Fabrik","https://www.facebook.com/groups/630193237595288/permalink/755775198370424/",,"POINT Z (6.8653125 51.2214375 0)",6.8653125,51.2214375
"Haus","https://www.facebook.com/groups/630193237595288/permalink/755766955037915/",,"POINT Z (8.24593691195085 47.6816393275253 0)",8.24593691195085,47.6816393275253
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/755765241704753/",,"POINT Z (9.16495780102941 47.6358287879894 0)",9.16495780102941,47.6358287879894
"Hof","https://www.facebook.com/groups/630193237595288/permalink/755761045038506/",,"POINT Z (6.8671228 51.2482659 0)",6.8671228,51.2482659
"Gästehaus","https://www.facebook.com/groups/630193237595288/permalink/757220871559190/",,"POINT Z (10.7081733 50.7069229 0)",10.7081733,50.7069229
"Bürokomplex","https://www.facebook.com/groups/630193237595288/permalink/757122684902342/",,"POINT Z (8.752912 50.126403 0)",8.752912,50.126403
"Gebäude 
","https://www.facebook.com/groups/630193237595288/permalink/757344651546812/",,"POINT Z (8.971128 49.713573 0)",8.971128,49.713573
"Schule","https://www.facebook.com/groups/630193237595288/permalink/757340271547250/",,"POINT Z (11.324262 53.836564 0)",11.324262,53.836564
"Haus","https://www.facebook.com/groups/630193237595288/permalink/757411128206831/",,"POINT Z (7.6713958 51.9634854 0)",7.6713958,51.9634854
"Fabrik","https://www.facebook.com/groups/630193237595288/permalink/757405168207427/",,"POINT Z (6.858643 51.678789 0)",6.858643,51.678789
"Hof","https://www.facebook.com/groups/630193237595288/permalink/759364621344815/",,"POINT Z (8.71438 53.40647 0)",8.71438,53.40647
"Mühle","https://www.facebook.com/groups/630193237595288/permalink/760016931279584/",,"POINT Z (9.32456715741058 52.3372180048845 0)",9.32456715741058,52.3372180048845
"Burg","https://www.facebook.com/groups/630193237595288/permalink/760003744614236/",,"POINT Z (6.7715625 50.7548125 0)",6.7715625,50.7548125
"Fabrik ","https://www.facebook.com/groups/630193237595288/permalink/760355074579103/",,"POINT Z (6.466128 50.806294 0)",6.466128,50.806294
"Fabrik","https://www.facebook.com/groups/630193237595288/permalink/760348547913089/",,"POINT Z (11.480421 50.652784 0)",11.480421,50.652784
"Schulungszentrum","https://www.facebook.com/groups/630193237595288/permalink/760808577867086/",,"POINT Z (7.251119 50.86337 0)",7.251119,50.86337
"Auto","http://scratchphotography.nl/urbex-garage-j-luxemburg/?fbclid=IwAR1IEb5eVgk_7_ZNoruMw1p_wRPh_I96tn15af8BNbmtgissEGigVzEXvNM",,"POINT Z (6.149858 50.19624 0)",6.149858,50.19624
"Dorf","https://www.facebook.com/groups/630193237595288/permalink/762548231026454/",,"POINT Z (6.5416875 50.8686875 0)",6.5416875,50.8686875
"Zechen Gelände",,,"POINT Z (7.1339375 51.6681875 0)",7.1339375,51.6681875
"Golf","https://www.facebook.com/groups/630193237595288/permalink/763018917646052/",,"POINT Z (7.0690973 51.0975978 0)",7.0690973,51.0975978
"Fabrik","https://www.facebook.com/groups/630193237595288/permalink/763193510961926/",,"POINT Z (9.566149 53.282591 0)",9.566149,53.282591
"Polizei","https://www.facebook.com/groups/630193237595288/permalink/763158587632085/",,"POINT Z (6.101144 50.798268 0)",6.101144,50.798268
"Militär","https://www.facebook.com/groups/630193237595288/permalink/763530714261539/",,"POINT Z (13.031423 51.995047 0)",13.031423,51.995047
"Werkstatt","https://www.facebook.com/groups/630193237595288/permalink/764046734209937/",,"POINT Z (13.5504334 54.5332147 0)",13.5504334,54.5332147
"Auto","<a href=""https://www.youtube.com/watch?v=wdxke2nAPxI""><img src=""https://img.youtube.com/vi/wdxke2nAPxI/hqdefault.jpg"" height=""200"" width=""auto"" /></a><br><br><a href=""https://www.youtube.com/embed/wdxke2nAPxI"">https://www.youtube.com/embed/wdxke2nAPxI</a><br><br>!  https://www.facebook.com/groups/630193237595288/permalink/761425167805427/","https://www.youtube.com/embed/wdxke2nAPxI","POINT Z (8.2492443 51.7914366 0)",8.2492443,51.7914366
"Haus ","https://www.facebook.com/groups/630193237595288/permalink/764395534175057/",,"POINT Z (7.12524 51.2374 0)",7.12524,51.2374
"Auto",,,"POINT Z (11.3155 50.52671 0)",11.3155,50.52671
"Tanke","<img src=""https://doc-00-bc-mymaps.googleusercontent.com/untrusted/hostedimage/m/l2o85fj053oc6po18hqfl7mbs0/df90a2rlpt7og033p545tiggo0/1707408628250/8-2ce_OQa2T_4kT1aecTqA4DYBWDBO1S/07245016166645583418/5AEQ8PitVyENE2E5_hRKSCLh3P5gZnK1wZPAKdgxnr1axCja39wwCBMdsOXsEof-2Xw6etcgicQMdpIsuHRxzMZlwFjlscfHe1jmnOVp0mG17Xo46eiDaidRyModkfbDtewV0SGMMR284vcE6pSiCBAzXo7tmnhCawIheo0MjKwJMeTX00Zpv2tAzrNexHYPjxILwlCQ3JGrAxhNpcTHDGyb6hGxE3qDT0kqxhwmtEpg9IlLiUm0?session=0&fife"" height=""200"" width=""auto"" /><br><br>https://www.facebook.com/groups/630193237595288/permalink/764622940818983/","https://doc-00-bc-mymaps.googleusercontent.com/untrusted/hostedimage/m/l2o85fj053oc6po18hqfl7mbs0/df90a2rlpt7og033p545tiggo0/1707408628250/8-2ce_OQa2T_4kT1aecTqA4DYBWDBO1S/07245016166645583418/5AEQ8PitVyENE2E5_hRKSCLh3P5gZnK1wZPAKdgxnr1axCja39wwCBMdsOXsEof-2Xw6etcgicQMdpIsuHRxzMZlwFjlscfHe1jmnOVp0mG17Xo46eiDaidRyModkfbDtewV0SGMMR284vcE6pSiCBAzXo7tmnhCawIheo0MjKwJMeTX00Zpv2tAzrNexHYPjxILwlCQ3JGrAxhNpcTHDGyb6hGxE3qDT0kqxhwmtEpg9IlLiUm0?session=0&fife","POINT Z (6.720041 50.155492 0)",6.720041,50.155492
"Mühle","https://www.facebook.com/groups/630193237595288/permalink/765134390767838/",,"POINT Z (13.8347147 52.5947849 0)",13.8347147,52.5947849
"Restorant","https://www.facebook.com/groups/630193237595288/user/100039420858602",,"POINT Z (10.010827 53.609247 0)",10.010827,53.609247
"Bahn","https://www.facebook.com/groups/630193237595288/permalink/765141650767112/",,"POINT Z (9.46366727419113 51.3223698080609 0)",9.46366727419113,51.3223698080609
"Haus","https://www.facebook.com/groups/630193237595288/permalink/765123277435616",,"POINT Z (13.835258 52.593045 0)",13.835258,52.593045
"Halle","https://www.facebook.com/groups/630193237595288/permalink/765908257357118/",,"POINT Z (10.2980555555556 53.9352777777778 0)",10.2980555555556,53.9352777777778
"Haus - LEGAL LP
","https://www.facebook.com/groups/630193237595288/permalink/766762373938373/",,"POINT Z (10.214556 53.459471 0)",10.214556,53.459471
"Ferienheim ","https://www.facebook.com/groups/630193237595288/permalink/766729193941691/",,"POINT Z (11.7488808 53.7911095 0)",11.7488808,53.7911095
"Haus","https://www.facebook.com/groups/630193237595288/permalink/767180467229897/",,"POINT Z (9.29855555555556 50.4881944444444 0)",9.29855555555556,50.4881944444444
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/767277870553490/",,"POINT Z (13.633935 52.098502 0)",13.633935,52.098502
"Kapelle","https://www.facebook.com/groups/630193237595288/permalink/768250297122914/",,"POINT Z (8.3926873 50.4251423 0)",8.3926873,50.4251423
"Haus ","https://www.facebook.com/groups/630193237595288/permalink/767682147179729/",,"POINT Z (7.4987458 51.5034222 0)",7.4987458,51.5034222
"Haus","https://www.facebook.com/groups/630193237595288/user/1615245568/",,"POINT Z (8.0020625 52.8276875 0)",8.0020625,52.8276875
"Haus","https://www.facebook.com/groups/630193237595288/user/1615245568/",,"POINT Z (8.9413125 52.3431875 0)",8.9413125,52.3431875
"Halle",,,"POINT Z (36.776892 31.859807 0)",36.776892,31.859807
"Bahn","https://www.facebook.com/groups/630193237595288/permalink/768945593720051/",,"POINT Z (9.5116872 48.3854075 0)",9.5116872,48.3854075
"Haus","https://www.facebook.com/groups/630193237595288/permalink/768932493721361/",,"POINT Z (5.57754 50.75481 0)",5.57754,50.75481
"Hof","https://www.facebook.com/groups/630193237595288/permalink/768920410389236/",,"POINT Z (13.643164 52.273248 0)",13.643164,52.273248
"Fabrik","https://www.facebook.com/groups/630193237595288/permalink/768893197058624/",,"POINT Z (15.669375 44.211553 0)",15.669375,44.211553
"Schloss","https://www.facebook.com/groups/630193237595288/permalink/769831416964802/",,"POINT Z (10.743545 53.428097 0)",10.743545,53.428097
"Haus","https://www.facebook.com/groups/630193237595288/permalink/769829996964944/",,"POINT Z (10.689827 53.42767 0)",10.689827,53.42767
"NVA Stelle
","https://www.facebook.com/groups/630193237595288/permalink/769829146965029/",,"POINT Z (10.950496 53.541692 0)",10.950496,53.541692
"Haus","https://www.facebook.com/groups/630193237595288/permalink/769720310309246/",,"POINT Z (5.50555 49.78284 0)",5.50555,49.78284
"Freizeitpark","https://www.facebook.com/groups/630193237595288/permalink/770216016926342/",,"POINT Z (8.4913125 48.0745625 0)",8.4913125,48.0745625
"Haus","https://www.facebook.com/groups/630193237595288/permalink/770212876926656/",,"POINT Z (14.0557452 52.0738955 0)",14.0557452,52.0738955
"Haus","https://www.facebook.com/groups/630193237595288/permalink/770195180261759/",,"POINT Z (6.911068 51.570861 0)",6.911068,51.570861
"Siehe Beitrag ","https://www.facebook.com/groups/630193237595288/permalink/770268160254461/",,"POINT Z (13.009576 50.408576 0)",13.009576,50.408576
"Haus","<a href=""https://www.youtube.com/watch?v=Tv5SgWYIMpA""><img src=""https://img.youtube.com/vi/Tv5SgWYIMpA/hqdefault.jpg"" height=""200"" width=""auto"" /></a><br><br><a href=""https://www.youtube.com/embed/Tv5SgWYIMpA"">https://www.youtube.com/embed/Tv5SgWYIMpA</a><br><br>","https://www.youtube.com/embed/Tv5SgWYIMpA","POINT Z (6.9099346 51.2605459 0)",6.9099346,51.2605459
"Wehrturm","https://www.facebook.com/groups/630193237595288/permalink/770464226901521/",,"POINT Z (21.1304372631995 44.5851527829988 0)",21.1304372631995,44.5851527829988
"Haus mit Werkstatt
","https://www.facebook.com/groups/630193237595288/permalink/692825881332023/",,"POINT Z (13.91308 51.53575 0)",13.91308,51.53575
"Haus","https://www.facebook.com/groups/630193237595288/permalink/718482092099735",,"POINT Z (10.784431 51.603289 0)",10.784431,51.603289
"Villa","https://www.facebook.com/groups/630193237595288/permalink/715312022416742/     Beitrag  ergenzung !!! https://www.facebook.com/groups/630193237595288/permalink/761528674461743/",,"POINT Z (7.573852 51.336915 0)",7.573852,51.336915
"Wohnheim","https://www.facebook.com/groups/630193237595288/permalink/719558288658782/",,"POINT Z (7.357566 51.516098 0)",7.357566,51.516098
"Haus",,,"POINT Z (12.6912 50.59116 0)",12.6912,50.59116
"Haus","https://www.facebook.com/groups/630193237595288/permalink/717520902195854",,"POINT Z (10.47158 51.86084 0)",10.47158,51.86084
"Göbbels-Villa","https://www.facebook.com/groups/630193237595288/permalink/718552652092679",,"POINT Z (13.5260625 52.7743125 0)",13.5260625,52.7743125
"Haus","https://www.facebook.com/groups/630193237595288/permalink/697182490896362/                 Aktuell : https://www.facebook.com/groups/630193237595288/permalink/757289898218954",,"POINT Z (8.27734 51.95933 0)",8.27734,51.95933
"Haus","https://www.facebook.com/groups/630193237595288/permalink/716671982280746/",,"POINT Z (7.39555555555556 50.3963888888889 0)",7.39555555555556,50.3963888888889
"Haus","https://www.facebook.com/groups/630193237595288/permalink/719202232027721",,"POINT Z (6.05663 49.68899 0)",6.05663,49.68899
"Haus","https://www.facebook.com/groups/630193237595288/permalink/719566855324592",,"POINT Z (13.37835 46.6284 0)",13.37835,46.6284
"Haus","https://www.facebook.com/groups/630193237595288/permalink/719128235368454/",,"POINT Z (6.9532765 49.2721473 0)",6.9532765,49.2721473
"Haus","https://www.facebook.com/groups/630193237595288/permalink/719198962028048/",,"POINT Z (4.0309593 50.702679 0)",4.0309593,50.702679
"Gericht","https://www.facebook.com/groups/630193237595288/permalink/718310602116884",,"POINT Z (7.063764 51.580098 0)",7.063764,51.580098
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/717265808888030/",,"POINT Z (11.220895 53.415315 0)",11.220895,53.415315
"Haus","https://www.facebook.com/groups/630193237595288/permalink/719538298660781/",,"POINT Z (8.698403 51.944784 0)",8.698403,51.944784
"Villa","https://www.facebook.com/groups/630193237595288/permalink/713697462578198/",,"POINT Z (11.952146 51.204777 0)",11.952146,51.204777
"Haus","https://www.facebook.com/groups/630193237595288/permalink/695888564359088/",,"POINT Z (7.640736 50.474282 0)",7.640736,50.474282
"Bauernhof","https://www.facebook.com/groups/630193237595288/permalink/692511721363439/",,"POINT Z (11.0967 53.4965177 0)",11.0967,53.4965177
"Führerhäuser SS-Siedlung Ravensbrück","https://www.facebook.com/groups/630193237595288/permalink/692263758054902/",,"POINT Z (13.1623269 53.1922156 0)",13.1623269,53.1922156
"Haus","https://www.facebook.com/groups/630193237595288/permalink/697256014222343/",,"POINT Z (7.7015109 51.3732915 0)",7.7015109,51.3732915
"Halle","https://www.facebook.com/groups/630193237595288/permalink/719597975321480",,"POINT Z (7.16444444444444 49.8636111111111 0)",7.16444444444444,49.8636111111111
"Villa","https://www.facebook.com/groups/630193237595288/permalink/705625746718703/",,"POINT Z (8.368161 49.544628 0)",8.368161,49.544628
"Häuser","https://www.facebook.com/groups/630193237595288/permalink/692230561391555/",,"POINT Z (10.7743662 52.4512872 0)",10.7743662,52.4512872
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/692139091400702/",,"POINT Z (12.232244 53.608842 0)",12.232244,53.608842
"Hof",,,"POINT Z (13.0267222222222 53.2535277777778 0)",13.0267222222222,53.2535277777778
"Haus","https://www.facebook.com/groups/630193237595288/permalink/710017682946176/",,"POINT Z (13.628348 50.97968 0)",13.628348,50.97968
"Haus","https://www.facebook.com/groups/630193237595288/permalink/696152120999399/",,"POINT Z (7.607969 52.98331 0)",7.607969,52.98331
"Villa","Fabrik kann über den verein mit einer gruppe besichtigt werden ",,"POINT Z (7.200736 51.153339 0)",7.200736,51.153339
"Verwaltungsgebäude","https://www.facebook.com/groups/630193237595288/permalink/700226967258581/",,"POINT Z (8.4016667 51.3602778 0)",8.4016667,51.3602778
"Haus","https://www.facebook.com/groups/630193237595288/permalink/710069849607626/",,"POINT Z (8.20265 50.10513 0)",8.20265,50.10513
"Amtsgebäude","https://www.facebook.com/groups/630193237595288/permalink/701968513751093/",,"POINT Z (9.672746 54.297266 0)",9.672746,54.297266
"Hütte","https://www.facebook.com/groups/630193237595288/permalink/699500637331214/",,"POINT Z (10.6209831 51.805869 0)",10.6209831,51.805869
"Haus","https://www.facebook.com/groups/630193237595288/permalink/689825028298775/",,"POINT Z (8.685691 48.871331 0)",8.685691,48.871331
"Haus","https://www.facebook.com/groups/630193237595288/permalink/697255490889062/",,"POINT Z (9.385304 54.142303 0)",9.385304,54.142303
"Haus","https://www.facebook.com/groups/630193237595288/permalink/706371636644114/",,"POINT Z (13.3397738 50.8823925 0)",13.3397738,50.8823925
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/690703991544212/",,"POINT Z (5.98363 51.190607 0)",5.98363,51.190607
"Windmühle",,,"POINT Z (5.89128 51.14368 0)",5.89128,51.14368
"Haus","https://www.facebook.com/groups/630193237595288/permalink/706158779998733/",,"POINT Z (6.914068 50.320434 0)",6.914068,50.320434
"Haus","https://www.facebook.com/groups/630193237595288/permalink/668782993736312/",,"POINT Z (6.0717514 50.9960052 0)",6.0717514,50.9960052
"Wehrturm","https://www.facebook.com/groups/630193237595288/permalink/699338254014119/",,"POINT Z (7.709805 51.474727 0)",7.709805,51.474727
"Forsthaus","https://www.facebook.com/groups/630193237595288/permalink/689364618344816/",,"POINT Z (8.250108 50.953788 0)",8.250108,50.953788
"Tunnel","https://www.facebook.com/groups/630193237595288/permalink/690831721531439/",,"POINT Z (8.1383177 51.5790345 0)",8.1383177,51.5790345
"Bureau Central ","https://www.facebook.com/groups/630193237595288/permalink/690959564851988/",,"POINT Z (6.076025 49.324854 0)",6.076025,49.324854
"Bauernhof","<a href=""https://www.youtube.com/watch?v=pu1_0LPyM-o""><img src=""https://img.youtube.com/vi/pu1_0LPyM-o/hqdefault.jpg"" height=""200"" width=""auto"" /></a><br><br><a href=""https://www.youtube.com/embed/pu1_0LPyM-o"">https://www.youtube.com/embed/pu1_0LPyM-o</a><br><br>https://www.facebook.com/groups/630193237595288/permalink/690047851609826/","https://www.youtube.com/embed/pu1_0LPyM-o","POINT Z (4.960809 51.546371 0)",4.960809,51.546371
"Hof","https://www.facebook.com/groups/630193237595288/permalink/706846829929928/",,"POINT Z (9.6707527 50.4474226 0)",9.6707527,50.4474226
"Haus","https://www.facebook.com/groups/630193237595288/permalink/690642714883673/",,"POINT Z (5.592431 51.250853 0)",5.592431,51.250853
"Siedlung","https://www.facebook.com/groups/630193237595288/permalink/689836048297673/",,"POINT Z (8.684721 48.871357 0)",8.684721,48.871357
"Haus","https://www.facebook.com/groups/630193237595288/permalink/699337124014232/",,"POINT Z (7.709878 51.474114 0)",7.709878,51.474114
"Wohnheim","https://www.facebook.com/groups/630193237595288/permalink/699249580689653/",,"POINT Z (9.45883 51.64133 0)",9.45883,51.64133
"Villa","https://www.facebook.com/groups/630193237595288/permalink/692716941342917/",,"POINT Z (13.124007 53.180617 0)",13.124007,53.180617
"Dorf","https://www.facebook.com/groups/630193237595288/permalink/697396724208272/",,"POINT Z (11.468991 50.485824 0)",11.468991,50.485824
"Bauernhof","https://www.facebook.com/groups/630193237595288/permalink/694680067813271/",,"POINT Z (7.868995 51.816036 0)",7.868995,51.816036
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/695404051074206/",,"POINT Z (13.6190878 51.0123377 0)",13.6190878,51.0123377
"Häuser","https://www.facebook.com/groups/630193237595288/permalink/689391148342163/",,"POINT Z (4.9626809 51.5487979 0)",4.9626809,51.5487979
"Haus","https://www.facebook.com/groups/630193237595288/permalink/697406504207294/",,"POINT Z (11.58283 50.693773 0)",11.58283,50.693773
"Haus","https://www.facebook.com/groups/630193237595288/permalink/693027124645232/",,"POINT Z (3.446551 50.774194 0)",3.446551,50.774194
"Hof",,,"POINT Z (4.553836 52.135903 0)",4.553836,52.135903
"Haus","https://www.facebook.com/groups/630193237595288/permalink/689263955021549/",,"POINT Z (5.955289 51.356261 0)",5.955289,51.356261
"Haus","wenn jemand da war bitte beitrag machen ",,"POINT Z (4.44335 51.04718 0)",4.44335,51.04718
"Bauerhof","https://www.facebook.com/groups/630193237595288/permalink/707391609875450/",,"POINT Z (7.96022777777778 53.3199361111111 0)",7.96022777777778,53.3199361111111
"Haus
","https://www.facebook.com/groups/630193237595288/permalink/702264060388205/",,"POINT Z (7.198613 51.5191777 0)",7.198613,51.5191777
"Haus","https://www.facebook.com/groups/630193237595288/permalink/701838937097384/",,"POINT Z (11.46116 49.273009 0)",11.46116,49.273009
"Bauernhaus","https://www.facebook.com/groups/630193237595288/permalink/708932283054716/",,"POINT Z (-2.112167 57.685028 0)"
"Haus","https://www.facebook.com/groups/630193237595288/permalink/703838383564106/",,"POINT Z (10.56166 48.06606 0)",10.56166,48.06606
"Haus","https://www.facebook.com/groups/630193237595288/permalink/701829867098291/",,"POINT Z (7.48544 53.186529 0)",7.48544,53.186529
"Haus",,,"POINT Z (6.3497232 51.8084481 0)",6.3497232,51.8084481
"Haus","https://www.facebook.com/groups/630193237595288/permalink/703881103559834/",,"POINT Z (10.55526 52.71868 0)",10.55526,52.71868
"Haus","https://www.facebook.com/groups/630193237595288/permalink/702622970352314/",,"POINT Z (27.9431875 36.2761875 0)",27.9431875,36.2761875
"Haus","https://www.facebook.com/groups/630193237595288/permalink/704062806874997/",,"POINT Z (6.058667 50.093306 0)",6.058667,50.093306
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/707816259832985/",,"POINT Z (11.569243 51.765041 0)",11.569243,51.765041
"Haus","https://www.facebook.com/groups/630193237595288/permalink/707504756530802/",,"POINT Z (9.0829873 52.4442996 0)",9.0829873,52.4442996
"Haus","https://www.facebook.com/groups/630193237595288/permalink/707515703196374/",,"POINT Z (7.28715 53.4609 0)",7.28715,53.4609
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/708955769719034/",,"POINT Z (10.8199722222222 52.7640277777778 0)",10.8199722222222,52.7640277777778
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/708369726444305/",,"POINT Z (4.3722233 51.3825255 0)",4.3722233,51.3825255
"Haus","https://www.facebook.com/groups/630193237595288/permalink/708493856431892/",,"POINT Z (9.226048 52.815469 0)",9.226048,52.815469
"Haus","https://www.facebook.com/groups/630193237595288/permalink/708846496396628/",,"POINT Z (11.761161 51.852497 0)",11.761161,51.852497
"Haus",,,"POINT Z (11.327296 53.652349 0)",11.327296,53.652349
"Villa","https://www.facebook.com/groups/630193237595288/permalink/708454469769164/",,"POINT Z (12.134342 51.058342 0)",12.134342,51.058342
"Hof","https://www.facebook.com/groups/630193237595288/permalink/710787429535868/",,"POINT Z (8.2205625 51.8270625 0)",8.2205625,51.8270625
"Haus","https://www.facebook.com/groups/630193237595288/permalink/716311032316841/",,"POINT Z (7.894819 52.275521 0)",7.894819,52.275521
"Hochhaus","https://www.facebook.com/groups/630193237595288/permalink/710528699561741/",,"POINT Z (13.7466447 51.0493542 0)",13.7466447,51.0493542
"Haus
","https://www.facebook.com/groups/630193237595288/permalink/710799642867980/",,"POINT Z (8.2809995 51.8402216 0)",8.2809995,51.8402216
"Haus","https://www.facebook.com/groups/630193237595288/permalink/685979452016666/",,"POINT Z (8.48361111111111 51.2416666666667 0)",8.48361111111111,51.2416666666667
"Haus","https://www.facebook.com/groups/630193237595288/permalink/711546639459947/",,"POINT Z (12.05138 49.00747 0)",12.05138,49.00747
"Haus","https://www.facebook.com/groups/630193237595288/permalink/686089468672331/",,"POINT Z (7.448696 52.293208 0)",7.448696,52.293208
"Haus","https://www.facebook.com/groups/630193237595288/permalink/686750035272941/",,"POINT Z (12.471931 51.091782 0)",12.471931,51.091782
"Bahn ","https://www.facebook.com/groups/630193237595288/permalink/686795381935073/",,"POINT Z (7.011807 51.719226 0)",7.011807,51.719226
"Hochhaus","https://www.facebook.com/groups/630193237595288/permalink/686798878601390/",,"POINT Z (7.029009 51.724946 0)",7.029009,51.724946
"Villa","KEIN LOST PLACE !! JEDER BESUCH WIRD ZUR ANZEIGE GEBRACHT !!!!                     https://www.facebook.com/groups/630193237595288/permalink/686914161923195/",,"POINT Z (7.8739883 51.2185716 0)",7.8739883,51.2185716
"Haus","https://www.facebook.com/groups/630193237595288/permalink/688559228425355/",,"POINT Z (7.12218 51.662997 0)",7.12218,51.662997
"Villa","https://www.facebook.com/groups/630193237595288/permalink/683709135577031/",,"POINT Z (11.968067 51.192 0)",11.968067,51.192
"Haus","https://www.facebook.com/groups/630193237595288/permalink/686960345251910/",,"POINT Z (12.429626 50.986432 0)",12.429626,50.986432
"Haus","https://www.facebook.com/groups/630193237595288/permalink/683040325643912/",,"POINT Z (7.440086 52.273079 0)",7.440086,52.273079
"Haus","https://www.facebook.com/groups/630193237595288/permalink/678757949405483/",,"POINT Z (10.865971 54.120521 0)",10.865971,54.120521
"Haus","https://www.facebook.com/groups/630193237595288/permalink/684636452150966/",,"POINT Z (7.065071 51.189916 0)",7.065071,51.189916
"Haus","https://www.facebook.com/groups/630193237595288/permalink/678772736070671/",,"POINT Z (10.86259 54.120147 0)",10.86259,54.120147
"Villa","https://www.facebook.com/groups/630193237595288/permalink/680128419268436/",,"POINT Z (13.8460625 52.3220625 0)",13.8460625,52.3220625
"scheune","https://www.facebook.com/groups/630193237595288/permalink/681457955802149/",,"POINT Z (6.459313 51.743163 0)",6.459313,51.743163
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/678520936095851/",,"POINT Z (103.759145 1.453905 0)",103.759145,1.453905
"Haus","https://www.facebook.com/groups/630193237595288/permalink/680337819247496/",,"POINT Z (9.25155555555556 51.9816111111111 0)",9.25155555555556,51.9816111111111
"Haus",,,"POINT Z (5.2653 50.60815 0)",5.2653,50.60815
"Siedlung","https://www.facebook.com/groups/630193237595288/permalink/684629792151632/",,"POINT Z (11.6249604 48.1185266 0)",11.6249604,48.1185266
"Villa","https://www.facebook.com/groups/630193237595288/permalink/673919179889360/",,"POINT Z (8.42580555555556 51.3685 0)",8.42580555555556,51.3685
"Villa","https://www.facebook.com/groups/630193237595288/permalink/677086776239267/",,"POINT Z (103.759026 1.462774 0)",103.759026,1.462774
"Haus","https://www.facebook.com/groups/630193237595288/permalink/676672776280667/",,"POINT Z (9.125556 51.058611 0)",9.125556,51.058611
"Villa","https://www.facebook.com/groups/630193237595288/permalink/677083452906266/",,"POINT Z (103.72769 1.469181 0)",103.72769,1.469181
"Haus",,,"POINT Z (4.37134000000003 51.05607 0)",4.37134000000003,51.05607
"Club","https://www.facebook.com/groups/630193237595288/permalink/670102206937724/",,"POINT Z (8.979108 49.95989 0)",8.979108,49.95989
"Haus","https://www.facebook.com/groups/630193237595288/permalink/673648973249714/",,"POINT Z (8.3065475 52.1071153 0)",8.3065475,52.1071153
"Haus","https://www.facebook.com/photo.php?fbid=10208209449791498&set=pcb.657460868201858&type=3&theater&ifg=1",,"POINT Z (4.822421 50.85181 0)",4.822421,50.85181
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/672307580050520/",,"POINT Z (12.11912 47.85098 0)",12.11912,47.85098
"Haus",,,"POINT Z (8.225344 50.089108 0)",8.225344,50.089108
"Haus","https://www.facebook.com/groups/630193237595288/permalink/671090820172196/",,"POINT Z (6.1465433 51.6794392 0)",6.1465433,51.6794392
"Haus","https://www.facebook.com/groups/630193237595288/permalink/671090820172196/",,"POINT Z (6.1459532 51.6798184 0)",6.1459532,51.6798184
"Haus",,,"POINT Z (11.517069 54.011701 0)",11.517069,54.011701
"Haus","<a href=""https://www.youtube.com/watch?v=dk6tCs6_eHU""><img src=""https://img.youtube.com/vi/dk6tCs6_eHU/hqdefault.jpg"" height=""200"" width=""auto"" /></a><br><br><a href=""https://www.youtube.com/embed/dk6tCs6_eHU"">https://www.youtube.com/embed/dk6tCs6_eHU</a><br><br>https://www.facebook.com/groups/630193237595288/permalink/669536130327665/<br><br><a href=""https://www.youtube.com/watch?v=hDn1nSMUiFY""><img src=""https://img.youtube.com/vi/hDn1nSMUiFY/hqdefault.jpg"" height=""200"" width=""auto"" /></a><br><br><a href=""https://www.youtube.com/embed/hDn1nSMUiFY"">https://www.youtube.com/embed/hDn1nSMUiFY</a>","https://www.youtube.com/embed/dk6tCs6_eHU https://www.youtube.com/embed/hDn1nSMUiFY","POINT Z (8.91977 52.15625 0)",8.91977,52.15625
"Haus","https://www.facebook.com/groups/630193237595288/permalink/671090820172196/",,"POINT Z (6.14508 51.68003 0)",6.14508,51.68003
"Villa","https://www.facebook.com/groups/630193237595288/permalink/674628943151717/",,"POINT Z (100.4683235 13.6928688 0)",100.4683235,13.6928688
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/675000949781183/",,"POINT Z (8.3853263 52.075182 0)",8.3853263,52.075182
"Haus","https://www.facebook.com/groups/630193237595288/permalink/672303946717550/",,"POINT Z (10.6209831 51.7151591 0)",10.6209831,51.7151591
"Haus","https://www.facebook.com/groups/630193237595288/permalink/671180470163231/",,"POINT Z (5.8961 50.488378 0)",5.8961,50.488378
"Bauernhof","https://www.facebook.com/groups/630193237595288/permalink/664482680833010/",,"POINT Z (6.4997244 51.2643252 0)",6.4997244,51.2643252
"Villa","https://www.facebook.com/groups/630193237595288/permalink/665069954107616/",,"POINT Z (124.679664 10.942652 0)",124.679664,10.942652
