name,description,gx_media_links,WKT,longitude,latitude
"Ghost Church - Legal LP","https://www.lukova-kostel.cz/<br><br>https://www.facebook.com/groups/630193237595288/permalink/700990070515604/",,"POINT Z (13.1596594 50.0165121 0)",13.1596594,50.0165121
"Kloster","https://www.facebook.com/groups/630193237595288/permalink/764704060810871/",,"POINT Z (6.7612495 49.8578118 0)",6.7612495,49.8578118
"Kirche","https://m.facebook.com/groups/630193237595288?view=permalink&id=637709956843616",,"POINT Z (5.965189 50.922108 0)",5.965189,50.922108
"Kirche - LEGAL LP","https://www.facebook.com/groups/630193237595288/permalink/673991256548819/",,"POINT Z (9.737953 50.120895 0)",9.737953,50.120895
"Mausoleum","https://www.facebook.com/groups/630193237595288/permalink/670407090240569/",,"POINT Z (10.924429 50.18999 0)",10.924429,50.18999
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/747620749185869/",,"POINT Z (4.3216234 50.4118144 0)",4.3216234,50.4118144
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/648258292455449/",,"POINT Z (108.466343 11.943817 0)",108.466343,11.943817
"Kloster","https://www.facebook.com/groups/630193237595288/permalink/673630429918235/               WICHTIG !!!! :  https://www.facebook.com/groups/630193237595288/permalink/761079804506630/",,"POINT Z (8.279177 51.490359 0)",8.279177,51.490359
"Kloster",,,"POINT Z (3.21841666666667 51.2138611111111 0)",3.21841666666667,51.2138611111111
"Friedhof","https://www.facebook.com/groups/630193237595288/permalink/662322514382360/",,"POINT Z (123.740966152425 9.58217065721104 0)",123.740966152425,9.58217065721104
"Kapelle","https://www.facebook.com/groups/630193237595288/permalink/673880526559892/",,"POINT Z (9.4982956 51.9579483 0)",9.4982956,51.9579483
"Kapelle","https://www.facebook.com/groups/630193237595288/permalink/659696864644925/",,"POINT Z (6.5330712 50.3540541 0)",6.5330712,50.3540541
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/671446676803277/",,"POINT Z (7.15748 51.50271 0)",7.15748,51.50271
"Kloster","https://www.facebook.com/groups/630193237595288/permalink/657858781495400/",,"POINT Z (5.3165 50.548442 0)",5.3165,50.548442
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/696355707645707/",,"POINT Z (5.48289 50.60575 0)",5.48289,50.60575
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/657138718234073/",,"POINT Z (4.448897 50.431647 0)",4.448897,50.431647
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/658856301395648/",,"POINT Z (5.51 50.59832 0)",5.51,50.59832
"Jüdischer Friedhof","https://www.facebook.com/groups/630193237595288/permalink/634795150468430/",,"POINT Z (7.22603888888889 50.5664083333333 0)",7.22603888888889,50.5664083333333
"Satans Kirche","<a href=""https://www.youtube.com/watch?v=lSSwb8-W2Fo""><img src=""https://img.youtube.com/vi/lSSwb8-W2Fo/hqdefault.jpg"" height=""200"" width=""auto"" /></a><br><br><a href=""https://www.youtube.com/embed/lSSwb8-W2Fo"">https://www.youtube.com/embed/lSSwb8-W2Fo</a><br><br>https://www.facebook.com/groups/630193237595288/permalink/716064529008158/","https://www.youtube.com/embed/lSSwb8-W2Fo","POINT Z (7.2062975 51.4762214 0)",7.2062975,51.4762214
"Friedhof
","https://www.facebook.com/groups/630193237595288/permalink/634757937138818/",,"POINT Z (7.17669166666667 50.50325 0)",7.17669166666667,50.50325
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/634330083848270/",,"POINT Z (12.2426 51.81314 0)",12.2426,51.81314
"Cimetière de l'Est",,,"POINT Z (6.202335 49.108814 0)",6.202335,49.108814
"Kloster","https://www.facebook.com/groups/630193237595288/permalink/668158247132120/",,"POINT Z (7.595799 50.229245 0)",7.595799,50.229245
"Kirche","https://m.facebook.com/groups/630193237595288?view=permalink&id=651540888793856                                                                                               Beitrag 2 : https://www.facebook.com/groups/630193237595288/permalink/763675454247065/",,"POINT Z (7.0306771 51.0428674 0)",7.0306771,51.0428674
"Nécropole nationale de Chambière ","Kriegerdenkmal/Friedhof",,"POINT Z (6.1926286 49.1324744 0)",6.1926286,49.1324744
"Mausoleum ","https://www.facebook.com/groups/630193237595288/permalink/677282182886393/",,"POINT Z (9.545386 52.936302 0)",9.545386,52.936302
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/680370512577560/",,"POINT Z (5.8955 51.1751944444444 0)",5.8955,51.1751944444444
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/634603967154215/",,"POINT Z (6.69938 51.42272 0)",6.69938,51.42272
"Friedhof","https://www.facebook.com/groups/630193237595288/permalink/720423615238916/",,"POINT Z (-9.47126340953873 52.7647816151462 0)"
"Kloster",,,"POINT Z (5.86244 51.002459 0)",5.86244,51.002459
"Pfarrhaus ",,,"POINT Z (6.8825002 49.3618323 0)",6.8825002,49.3618323
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/754970631784214/",,"POINT Z (6.878898 51.25924 0)",6.878898,51.25924
"Kirche",,,"POINT Z (12.129584 51.052695 0)",12.129584,51.052695
"Leichenkutsche","https://www.facebook.com/groups/630193237595288/permalink/650804992200779/",,"POINT Z (10.421026 50.947481 0)",10.421026,50.947481
"Kloster","https://www.facebook.com/groups/630193237595288/permalink/667908537157091/",,"POINT Z (5.8941426 51.1753567 0)",5.8941426,51.1753567
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/682958448985433/",,"POINT Z (124.660369 11.094906 0)",124.660369,11.094906
"Kirche",,,"POINT Z (6.79207 51.46523 0)",6.79207,51.46523
"Friedhof","https://www.facebook.com/groups/630193237595288/permalink/691949648086313/",,"POINT Z (5.66561111111111 50.9255 0)",5.66561111111111,50.9255
"Kirche",,,"POINT Z (15.28252 47.40357 0)",15.28252,47.40357
"Mausoleum ",,,"POINT Z (10.722136 51.948131 0)",10.722136,51.948131
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/683895345558410/",,"POINT Z (6.995134 51.027842 0)",6.995134,51.027842
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/655358458412099/",,"POINT Z (5.907597 50.689757 0)",5.907597,50.689757
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/747144499233494/",,"POINT Z (8.0185138 51.946984 0)",8.0185138,51.946984
"Anstaltskirche","https://www.facebook.com/groups/630193237595288/permalink/671226513491960/",,"POINT Z (13.94847 50.96064 0)",13.94847,50.96064
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/641641526450459/",,"POINT Z (4.49375 50.41325 0)",4.49375,50.41325
"Friedhof","https://www.facebook.com/groups/630193237595288/permalink/706287163319228/",,"POINT Z (6.976189 49.230095 0)",6.976189,49.230095
"Friedhof ",,,"POINT Z (11.632658 51.607417 0)",11.632658,51.607417
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/660519614562650/",,"POINT Z (4.3246 50.40963 0)",4.3246,50.40963
"Waldfriedhof","https://www.facebook.com/groups/630193237595288/permalink/692757328005545/",,"POINT Z (8.3751316 52.0612081 0)",8.3751316,52.0612081
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/694671564480788/",,"POINT Z (12.7642002 48.644301 0)",12.7642002,48.644301
"Kloster","https://www.facebook.com/groups/630193237595288/permalink/701695460445065/",,"POINT Z (8.77222222222222 51.4183333333333 0)",8.77222222222222,51.4183333333333
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/707785736502704/",,"POINT Z (11.724455 51.804105 0)",11.724455,51.804105
"Kirche",,,"POINT Z (11.5020448 51.6371568 0)",11.5020448,51.6371568
"Kapelle","https://www.facebook.com/groups/630193237595288/permalink/706839346597343/",,"POINT Z (7.428665 52.325141 0)",7.428665,52.325141
"Friedhof",,,"POINT Z (5.6367395 50.5983848 0)",5.6367395,50.5983848
"Kloster","https://www.facebook.com/groups/630193237595288/permalink/708336289780982/",,"POINT Z (3.3708595 51.3119315 0)",3.3708595,51.3119315
"Polizeischule",,,"POINT Z (13.6016875 52.7719375 0)",13.6016875,52.7719375
"Jugendhochschule der FDJ","https://www.facebook.com/groups/630193237595288/permalink/718551362092808",,"POINT Z (13.5256655 52.7762401 0)",13.5256655,52.7762401
"Munitionsdepot LEGAL LP
","https://www.facebook.com/groups/630193237595288/permalink/712839789330632/",,"POINT Z (7.322931 51.795437 0)",7.322931,51.795437
"Munitionsdepot","https://www.facebook.com/groups/630193237595288/permalink/712841719330439/",,"POINT Z (7.334349 51.822578 0)",7.334349,51.822578
"Bunker
","https://www.facebook.com/groups/630193237595288/permalink/712900949324516/",,"POINT Z (8.124767 51.576917 0)",8.124767,51.576917
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/714154282532516/",,"POINT Z (7.453676 51.358392 0)",7.453676,51.358392
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/714741132473831/",,"POINT Z (8.318437 48.803631 0)",8.318437,48.803631
"Schloss","https://www.facebook.com/groups/630193237595288/permalink/717369658877645/",,"POINT Z (12.152915 50.965488 0)",12.152915,50.965488
"Militär","https://www.facebook.com/groups/630193237595288/permalink/719791145302163/",,"POINT Z (6.21116 51.1228 0)",6.21116,51.1228
"Haus","https://www.facebook.com/groups/630193237595288/permalink/710604172887527/",,"POINT Z (8.960957 50.119457 0)",8.960957,50.119457
"Lokschuppen","https://www.facebook.com/groups/630193237595288/permalink/701771687104109/",,"POINT Z (9.156558 49.981908 0)",9.156558,49.981908
"Haus","https://www.facebook.com/groups/630193237595288/permalink/720109125270365",,"POINT Z (11.767931 51.193453 0)",11.767931,51.193453
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/696168730997738/",,"POINT Z (6.7464375 51.4713125 0)",6.7464375,51.4713125
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/720820881865856",,"POINT Z (7.613433 51.120469 0)",7.613433,51.120469
"Halle","https://www.facebook.com/groups/630193237595288/permalink/720824588532152",,"POINT Z (6.3715801 49.4857022 0)",6.3715801,49.4857022
"Fabrik","https://www.facebook.com/groups/630193237595288/permalink/720897038524907/",,"POINT Z (12.12923 51.05356 0)",12.12923,51.05356
"Schule","https://www.facebook.com/groups/630193237595288/permalink/720893888525222/",,"POINT Z (7.4768548 51.4784581 0)",7.4768548,51.4784581
"Haus","https://www.facebook.com/groups/630193237595288/permalink/720889785192299/",,"POINT Z (5.625383 50.823792 0)",5.625383,50.823792
"Industriegebäude","https://www.facebook.com/groups/630193237595288/permalink/720914785189799",,"POINT Z (12.382737 50.567341 0)",12.382737,50.567341
"Haus","https://www.facebook.com/groups/630193237595288/permalink/720912448523366",,"POINT Z (8.0575702 53.1080979 0)",8.0575702,53.1080979
"Haus","https://www.facebook.com/groups/630193237595288/permalink/721356571812287/",,"POINT Z (11.684505 50.362626 0)",11.684505,50.362626
"Schule ","https://www.facebook.com/groups/630193237595288/permalink/751065968841347/",,"POINT Z (7.0937401 51.6602174 0)",7.0937401,51.6602174
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/721671448447466",,"POINT Z (7.6326673 51.0539114 0)",7.6326673,51.0539114
"Reithalle","https://www.facebook.com/groups/630193237595288/permalink/721682528446358/",,"POINT Z (6.9576016 49.2301694 0)",6.9576016,49.2301694
"Fabrik","https://www.facebook.com/groups/630193237595288/permalink/721764335104844/",,"POINT Z (7.301667 51.206944 0)",7.301667,51.206944
"Bahnbetriebswerk","https://www.facebook.com/groups/630193237595288/permalink/721763071771637/",,"POINT Z (12.387585 51.319327 0)",12.387585,51.319327
"Haus","https://www.facebook.com/groups/630193237595288/permalink/721719375109340/",,"POINT Z (7.891943 52.192892 0)",7.891943,52.192892
"Haus","https://www.facebook.com/groups/630193237595288/permalink/721715821776362/",,"POINT Z (8.1994 51.4464833333333 0)",8.1994,51.4464833333333
"Schule","https://www.facebook.com/groups/630193237595288/permalink/721711848443426/",,"POINT Z (7.54316666666667 51.6264722222222 0)",7.54316666666667,51.6264722222222
"Haus","https://www.facebook.com/groups/630193237595288/permalink/721710125110265/",,"POINT Z (7.723939 49.650517 0)",7.723939,49.650517
"Lokschuppen","https://www.facebook.com/groups/630193237595288/permalink/722145558400055/",,"POINT Z (8.653627 50.569239 0)",8.653627,50.569239
"US-Schießanlage","https://www.facebook.com/groups/630193237595288/permalink/722431018371509/",,"POINT Z (10.003465 49.781375 0)",10.003465,49.781375
"Haus","https://www.facebook.com/groups/630193237595288/permalink/722412555040022",,"POINT Z (12.0979428596739 51.0996172474821 0)",12.0979428596739,51.0996172474821
"Veranstaltungshalle","https://www.facebook.com/groups/630193237595288/permalink/722406261707318/",,"POINT Z (11.9667868641825 51.2042239656555 0)",11.9667868641825,51.2042239656555
"Haus","https://www.facebook.com/groups/630193237595288/permalink/722445211703423",,"POINT Z (6.855792 51.679226 0)",6.855792,51.679226
"Tunnel ",,,"POINT Z (5.5831783 50.646484 0)",5.5831783,50.646484
"Gasthof LEGAL LP
","https://www.facebook.com/groups/630193237595288/permalink/722916878322923",,"POINT Z (7.305837 51.222254 0)",7.305837,51.222254
"Haus","https://www.facebook.com/groups/630193237595288/permalink/723039611643983/",,"POINT Z (9.468159 51.22935 0)",9.468159,51.22935
"Uni","https://www.facebook.com/groups/630193237595288/permalink/724064144874863/",,"POINT Z (8.238889 49.992028 0)",8.238889,49.992028
"Bahnhof","https://www.facebook.com/groups/630193237595288/permalink/724332378181373/",,"POINT Z (7.488792 51.40397 0)",7.488792,51.40397
"Disco","https://www.facebook.com/groups/630193237595288/permalink/757357891545488",,"POINT Z (8.818416 49.985526 0)",8.818416,49.985526
"Lokal","https://www.facebook.com/groups/630193237595288/permalink/724206451527299",,"POINT Z (9.513809 51.856774 0)",9.513809,51.856774
"Kaserne","https://www.facebook.com/groups/630193237595288/permalink/724342551513689",,"POINT Z (12.04688 51.00476 0)",12.04688,51.00476
"Pension","https://www.facebook.com/groups/630193237595288/permalink/724406004840677",,"POINT Z (6.8187813 49.557413 0)",6.8187813,49.557413
"Kaserne","https://www.facebook.com/groups/630193237595288/permalink/725332408081370/",,"POINT Z (13.0252371 51.999646 0)",13.0252371,51.999646
"Haus","https://www.facebook.com/groups/630193237595288/permalink/724772974803980/",,"POINT Z (6.93019444444444 49.64225 0)",6.93019444444444,49.64225
"Kaserne","https://www.facebook.com/groups/630193237595288/permalink/725867641361180/",,"POINT Z (11.598453 50.414331 0)",11.598453,50.414331
"Fort","https://www.facebook.com/groups/630193237595288/permalink/725862078028403/",,"POINT Z (-7.5538119 55.1963887 0)"
"Freibad","https://www.facebook.com/groups/630193237595288/permalink/726183194662958",,"POINT Z (11.0464 52.31279 0)",11.0464,52.31279
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/726827151265229/",,"POINT Z (9.7986875 52.3131875 0)",9.7986875,52.3131875
"Haus
","https://www.facebook.com/groups/630193237595288/permalink/726809684600309/",,"POINT Z (7.4993095 51.5604378 0)",7.4993095,51.5604378
"Krankenhaus","https://www.facebook.com/groups/630193237595288/permalink/726801944601083/",,"POINT Z (9.460011 54.812586 0)",9.460011,54.812586
"Truppenübungsplatz","https://www.facebook.com/groups/630193237595288/permalink/727877064493571",,"POINT Z (12.2189722222222 52.2130555555556 0)",12.2189722222222,52.2130555555556
"Mausoleum","https://www.facebook.com/groups/630193237595288/permalink/728486417765969/",,"POINT Z (10.1252827 52.0944319 0)",10.1252827,52.0944319
"Stadion","https://www.facebook.com/groups/630193237595288/permalink/728338891114055/",,"POINT Z (6.69 51.4572222222222 0)",6.69,51.4572222222222
"Haus","https://www.facebook.com/groups/630193237595288/permalink/729148844366393",,"POINT Z (10.0467 53.68004 0)",10.0467,53.68004
"Haus","https://www.facebook.com/groups/630193237595288/permalink/729097431038201/",,"POINT Z (13.854647 44.867666 0)",13.854647,44.867666
"Psychiatrie","https://www.facebook.com/groups/630193237595288/permalink/729085601039384/",,"POINT Z (9.55027777777778 54.5205555555556 0)",9.55027777777778,54.5205555555556
"Bus","https://www.facebook.com/groups/630193237595288/permalink/729352294346048/",,"POINT Z (7.7650625 51.6493125 0)",7.7650625,51.6493125
"Haus","https://www.facebook.com/groups/630193237595288/permalink/729176821030262/",,"POINT Z (7.33686 51.353864 0)",7.33686,51.353864
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/729173664363911/",,"POINT Z (5.6784145 50.4652003 0)",5.6784145,50.4652003
"Bordell","https://www.facebook.com/groups/630193237595288/permalink/728875541060390/",,"POINT Z (10.323219 53.933099 0)",10.323219,53.933099
"Bordell","https://www.facebook.com/groups/630193237595288/permalink/728710187743592/",,"POINT Z (8.77838 51.94018 0)",8.77838,51.94018
"Schiff","https://www.facebook.com/groups/630193237595288/permalink/729892064292071/",,"POINT Z (13.6326944444444 52.3001944444444 0)",13.6326944444444,52.3001944444444
"Haus","https://www.facebook.com/groups/630193237595288/permalink/729853287629282/",,"POINT Z (10.3373251 51.8480049 0)",10.3373251,51.8480049
"Zollamt","https://www.facebook.com/groups/630193237595288/permalink/729850744296203/",,"POINT Z (8.2385863 50.035652 0)",8.2385863,50.035652
"Bahn","https://www.facebook.com/groups/630193237595288/permalink/729985744282703",,"POINT Z (10.0695809 49.1278714 0)",10.0695809,49.1278714
"Hof","https://www.facebook.com/groups/630193237595288/permalink/729982250949719",,"POINT Z (8.608832 52.914804 0)",8.608832,52.914804
"Tankstelle","https://www.facebook.com/groups/630193237595288/permalink/730228214258456/",,"POINT Z (8.965825 49.955458 0)",8.965825,49.955458
"Haus","https://www.facebook.com/groups/630193237595288/permalink/730332654248012/",,"POINT Z (7.341762 53.538137 0)",7.341762,53.538137
"Industriegebäude","https://www.facebook.com/groups/630193237595288/permalink/730673684213909/",,"POINT Z (13.778666 51.131146 0)",13.778666,51.131146
"Höhlenwohnungen - LEGAL LP
","https://www.facebook.com/groups/630193237595288/permalink/731297937484817",,"POINT Z (10.9910481 51.8530661 0)",10.9910481,51.8530661
"U-Verlagerung",,,"POINT Z (7.216687 50.68024 0)",7.216687,50.68024
"Haus","https://www.facebook.com/groups/630193237595288/permalink/731586200789324",,"POINT Z (7.09526 53.44478 0)",7.09526,53.44478
"Finca","https://www.facebook.com/groups/630193237595288/permalink/732100010737943",,"POINT Z (3.061797 39.827693 0)",3.061797,39.827693
"Ruine",,,"POINT Z (6.616602 49.909423 0)",6.616602,49.909423
"Fliegerhorst","https://www.facebook.com/groups/630193237595288/permalink/733307453950532",,"POINT Z (6.2008125 51.3674375 0)",6.2008125,51.3674375
"Haus","https://www.facebook.com/groups/630193237595288/permalink/733868333894444/",,"POINT Z (8.2493367 47.6556129 0)",8.2493367,47.6556129
"Haus","https://www.facebook.com/groups/630193237595288/permalink/734226257191985/",,"POINT Z (8.5312032 51.9568939 0)",8.5312032,51.9568939
"Haus","https://www.facebook.com/groups/630193237595288/permalink/735335220414422/",,"POINT Z (13.958357 50.916572 0)",13.958357,50.916572
"Lokschuppen","https://www.facebook.com/groups/630193237595288/permalink/735325287082082/",,"POINT Z (9.96980237219541 48.4045179269833 0)",9.96980237219541,48.4045179269833
"Haus","https://www.facebook.com/groups/630193237595288/permalink/735609507053660",,"POINT Z (8.32752 48.995 0)",8.32752,48.995
"Kneipe","https://www.facebook.com/groups/630193237595288/permalink/735945440353400",,"POINT Z (6.559777 49.947204 0)",6.559777,49.947204
"U-Verlagerung","https://www.facebook.com/groups/630193237595288/permalink/736517723629505",,"POINT Z (8.845239 52.256286 0)",8.845239,52.256286
"Haus","https://www.facebook.com/groups/630193237595288/permalink/738118493469428/",,"POINT Z (6.1741309 51.6713497 0)",6.1741309,51.6713497
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/738219080126036/",,"POINT Z (7.494566 52.259665 0)",7.494566,52.259665
"Ruine","https://www.facebook.com/groups/630193237595288/permalink/738238423457435/",,"POINT Z (6.184388 50.703085 0)",6.184388,50.703085
"Berufsschule ","https://www.facebook.com/groups/630193237595288/permalink/738552123426065/",,"POINT Z (14.2824649 51.4295495 0)",14.2824649,51.4295495
"Militär","https://www.facebook.com/groups/630193237595288/permalink/738652130082731/",,"POINT Z (13.812106 51.378402 0)",13.812106,51.378402
"Haus","https://www.facebook.com/groups/630193237595288/permalink/738657920082152/",,"POINT Z (7.1938022 51.3827688 0)",7.1938022,51.3827688
"Militär","https://www.facebook.com/groups/630193237595288/permalink/738647193416558/",,"POINT Z (13.677003 51.333043 0)",13.677003,51.333043
"Haus ","https://www.facebook.com/groups/630193237595288/permalink/739134016701209/",,"POINT Z (8.16972222222222 51.3961111111111 0)",8.16972222222222,51.3961111111111
"Haus","https://www.facebook.com/groups/630193237595288/permalink/739167083364569/",,"POINT Z (12.010195 51.75282 0)",12.010195,51.75282
"Muna","https://www.facebook.com/groups/630193237595288/permalink/739178700030074/",,"POINT Z (9.0229957 54.6403548 0)",9.0229957,54.6403548
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/738834583397819/",,"POINT Z (6.7971364 51.2576903 0)",6.7971364,51.2576903
"Hof","https://www.facebook.com/groups/630193237595288/permalink/739213793359898/",,"POINT Z (14.0564375 52.0739375 0)",14.0564375,52.0739375
"Bauernhof","https://www.facebook.com/groups/630193237595288/permalink/739200556694555/",,"POINT Z (7.698861 53.529481 0)",7.698861,53.529481
"Haus","https://www.facebook.com/groups/630193237595288/permalink/739623993318878/",,"POINT Z (9.41055555555556 54.36 0)",9.41055555555556,54.36
"Haus","https://www.facebook.com/groups/630193237595288/permalink/739589749988969/",,"POINT Z (7.299111 51.206332 0)",7.299111,51.206332
"Haus","https://www.facebook.com/groups/630193237595288/permalink/739404686674142/",,"POINT Z (12.2542376 50.3295058 0)",12.2542376,50.3295058
"Monte Scherbelino
","https://www.facebook.com/groups/630193237595288/permalink/739386143342663/",,"POINT Z (9.132054 48.76529 0)",9.132054,48.76529
"Gaststätte ","https://www.facebook.com/groups/630193237595288/permalink/739387083342569/",,"POINT Z (9.285152 48.797562 0)",9.285152,48.797562
"Haus","https://www.facebook.com/groups/630193237595288/permalink/739728713308406/",,"POINT Z (10.025678 54.17702 0)",10.025678,54.17702
"Bunker",,,"POINT Z (10.20913 49.753694 0)",10.20913,49.753694
"Hof","https://www.facebook.com/groups/630193237595288/permalink/739999313281346/",,"POINT Z (6.569702 51.452055 0)",6.569702,51.452055
"Schießanlage","https://www.facebook.com/groups/630193237595288/permalink/740830626531548/",,"POINT Z (10.212125 49.75211 0)",10.212125,49.75211
"Militär","https://www.facebook.com/groups/630193237595288/permalink/741038356510775/",,"POINT Z (10.08952 52.640551 0)",10.08952,52.640551
"Schiff","https://www.facebook.com/groups/630193237595288/permalink/741120866502524/",,"POINT Z (-14.0109375 65.1913125 0)"
"Gefängnis - LEGAL LP
","https://www.facebook.com/groups/630193237595288/permalink/742240396390571/",,"POINT Z (6.626938 51.449947 0)",6.626938,51.449947
"Haus","https://www.facebook.com/groups/630193237595288/permalink/742215509726393/",,"POINT Z (7.691651 53.597055 0)",7.691651,53.597055
"Haus","https://www.facebook.com/groups/630193237595288/permalink/742520496362561/",,"POINT Z (6.85912 49.39981 0)",6.85912,49.39981
"Haus","https://www.facebook.com/groups/630193237595288/permalink/742554426359168/",,"POINT Z (6.3548026 51.7875063 0)",6.3548026,51.7875063
"Schloss",,,"POINT Z (12.7001551 49.6847435 0)",12.7001551,49.6847435
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/742589913022286/",,"POINT Z (8.1885538 49.3552028 0)",8.1885538,49.3552028
"Hospital","https://www.facebook.com/groups/630193237595288/permalink/742691816345429/",,"POINT Z (8.6020625 53.8650625 0)",8.6020625,53.8650625
"Kirche","https://www.facebook.com/groups/630193237595288/permalink/742703116344299/",,"POINT Z (12.73541 49.79347 0)",12.73541,49.79347
"Haus","https://www.facebook.com/groups/630193237595288/permalink/743330832948194/",,"POINT Z (9.912075 54.254473 0)",9.912075,54.254473
"Haus","https://www.facebook.com/groups/630193237595288/permalink/742450196369591/",,"POINT Z (8.35066321164336 50.696342112014 0)",8.35066321164336,50.696342112014
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/743630706251540/",,"POINT Z (7.57583333333333 51.3361111111111 0)",7.57583333333333,51.3361111111111
"Haus","https://www.facebook.com/groups/630193237595288/permalink/743783222902955/",,"POINT Z (11.534309 50.926168 0)",11.534309,50.926168
"Zug","https://www.facebook.com/groups/630193237595288/permalink/743776259570318/",,"POINT Z (11.434708 51.058789 0)",11.434708,51.058789
"Schwesternwohnheim","https://www.facebook.com/groups/630193237595288/permalink/743770392904238/",,"POINT Z (11.272163 50.890129 0)",11.272163,50.890129
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/733930353888242/",,"POINT Z (8.79635 52.20326 0)",8.79635,52.20326
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/744309336183677/",,"POINT Z (6.113713 51.318703 0)",6.113713,51.318703
"Kinderheim","https://www.facebook.com/groups/630193237595288/permalink/744976196116991/",,"POINT Z (8.8384658 49.6361969 0)",8.8384658,49.6361969
"Bahngebäude","https://www.facebook.com/groups/630193237595288/permalink/744963606118250/",,"POINT Z (10.207962 49.703392 0)",10.207962,49.703392
"Villa","https://www.facebook.com/groups/630193237595288/permalink/744942099453734/",,"POINT Z (11.2127294 49.2437763 0)",11.2127294,49.2437763
"Bahnhof","https://www.facebook.com/groups/630193237595288/permalink/744963106118300/",,"POINT Z (10.208823 49.702761 0)",10.208823,49.702761
"Rathaus","https://www.facebook.com/groups/630193237595288/permalink/743921392889138/",,"POINT Z (11.031734 51.745212 0)",11.031734,51.745212
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/743919249556019/",,"POINT Z (11.033165 51.687035 0)",11.033165,51.687035
"Haus","https://www.facebook.com/groups/630193237595288/permalink/745124736102137/",,"POINT Z (7.890398 51.56621 0)",7.890398,51.56621
"Kellnerei","https://www.facebook.com/groups/630193237595288/permalink/745684106046200/",,"POINT Z (6.462072 50.159127 0)",6.462072,50.159127
"Haus","https://www.facebook.com/groups/630193237595288/permalink/745678926046718/",,"POINT Z (6.464644 50.153805 0)",6.464644,50.153805
"Restaurant","https://www.facebook.com/groups/630193237595288/permalink/745672929380651/",,"POINT Z (6.590044 50.040994 0)",6.590044,50.040994
"Schiffswrack","https://www.facebook.com/groups/630193237595288/permalink/745639876050623/",,"POINT Z (-13.522589 28.9757836 0)"
"Muna","https://www.facebook.com/groups/630193237595288/permalink/745633246051286/",,"POINT Z (9.3020625 47.9825625 0)",9.3020625,47.9825625
"Hotel","https://www.facebook.com/groups/630193237595288/permalink/745624199385524/",,"POINT Z (18.1895625 42.6200625 0)",18.1895625,42.6200625
"Bunker","https://www.facebook.com/groups/630193237595288/permalink/745568846057726/",,"POINT Z (6.084373 49.407376 0)",6.084373,49.407376
"Autos","https://www.facebook.com/groups/630193237595288/permalink/745922366022374/",,"POINT Z (12.452466 51.011719 0)",12.452466,51.011719
"Gebäude","https://www.facebook.com/groups/630193237595288/permalink/746470332634244/",,"POINT Z (11.1706679 50.3488885 0)",11.1706679,50.3488885
"Haus","https://www.facebook.com/groups/630193237595288/permalink/746792075935403/",,"POINT Z (7.8151621 51.5650474 0)",7.8151621,51.5650474
"Bahn","https://www.facebook.com/groups/630193237595288/permalink/746758225938788/",,"POINT Z (13.584094 54.487053 0)",13.584094,54.487053
"Zug","https://www.facebook.com/groups/630193237595288/permalink/746690495945561/",,"POINT Z (13.8344502 52.678371 0)",13.8344502,52.678371
"Haus","https://www.facebook.com/groups/630193237595288/permalink/746592445955366",,"POINT Z (13.595641 52.675491 0)",13.595641,52.675491
"Muna","https://www.facebook.com/groups/630193237595288/permalink/746502445964366/",,"POINT Z (7.6380226896125 51.871898168551 0)",7.6380226896125,51.871898168551
"Haus","https://www.facebook.com/groups/630193237595288/permalink/747266672554610/",,"POINT Z (11.497722 48.141184 0)",11.497722,48.141184
"Klinik","https://www.facebook.com/groups/630193237595288/permalink/746651259282818/",,"POINT Z (9.003715 49.736595 0)",9.003715,49.736595
